candidate_id,source_kind,source_name,source_url,registration_urls,title_hint,provider_hint,venue_hint,postal_hint,area_hints,date_hints,time_hints,cost_hints,age_hints,topic_hints,excerpt_or_notes,missing_for_ckb,priority_score,review_decision,reviewed_at,reviewed_by,review_notes
SOC-835aec351658,public_telegram_candidate,BAGUS Together,https://t.me/bagustogether/635,https://t.me/bagustogether/635 | https://afr-sg.com/ | https://luma.com/18nfaskv | https://www.instagram.com/_afrsg/,Looking for a meaningful way to spend your Saturday? 🌿💜,BAGUS Together,,,Punggol,11 July,,,,youth | coding | volunteering | cycling | community,"Looking for a meaningful way to spend your Saturday? 🌿💜 In collaboration with Reset Pilates, AFR-SG is hosting Outdoor Pilates: Move with Purpose. Spend an afternoon of movement, connection, and community wellness while raising awareness and support for refugee communities. 💜 All",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
SOC-8c1ba5ec4815,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/1021,https://t.me/teamnila/1021 | https://go.gov.sg/sgfencing-asiancadetcup-tn,[Volunteering Opportunity],Home of Team Nila,,,Punggol,30 August 2026,,,,sport | volunteering | youth,"[Volunteering Opportunity] 🤺 Fencing Singapore - Asian Cadet Cup 2026 The Asian Cadet Cup 2026, organised by Fencing Singapore, is a regional fencing competition that brings together promising young cadet fencers from across Asia to compete at an international level. The event sh",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
SOC-955f66e9de58,public_telegram_candidate,OneBoonLay,https://t.me/oneboonlay/3935,https://t.me/oneboonlay/3935,🚀 Blast off into a world of creativity! 🪐,OneBoonLay,,,Jurong West,,,$20 | $25 | $10,,community | arts | performances | workshops | youth,"🚀 Blast off into a world of creativity! 🪐 Calling all young space explorers! Join our Pop-Up Book Space Exploration workshop and learn how to create your very own 3D space scenes with planets, astronauts, rockets, and cute aliens! 👽✨ 📖 What you'll learn: ✅ Lift-the-flap features ",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
SOC-9dce2162c46b,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/1028,https://t.me/teamnila/1028 | https://go.gov.sg/vasnbs-tn,[Volunteering Opportunity],Home of Team Nila,,,Punggol,20 September,,,,sport | volunteering | youth,"[Volunteering Opportunity] ⛱️ National Beach Series 2 🏐 Volleyball Association of Singapore will be hosting their signature National Beach Series 2 in September 2026! Location: Yio Chu Kang Swimming Complex, Beach Courts Date: 13, 19, 20 September (Sat & Sun) Sign up now via http",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
SOC-c347f6cbd7c7,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/1015,https://go.gov.sg/saaug26-tn | https://go.gov.sg/sasep26-tn | https://t.me/teamnila/1015,[Volunteering Opportunity],Home of Team Nila,,,Punggol,15 Aug 2026 | 30 Aug 2026 | 6 Sep 2026,,,,sport | volunteering | youth,[Volunteering Opportunity] 🏃‍♂️ Singapore Athletics Events 1⃣ Pocari Sweat (Stadium) Run 2026 Location: Home of Athletics Date: 15 Aug 2026 (Sat) Sign up now via https://go.gov.sg/saaug26-tn 2⃣ Age Group Championships (Week 1) Location: Home of Athletics Date: 28 - 30 Aug 2026 (F,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
SOC-c3de4aac58cc,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/1013,https://t.me/teamnila/1013 | https://go.gov.sg/tn-siybo2026,[Volunteering Opportunity],Home of Team Nila,,,Punggol,17 Aug 2026,,,,sport | volunteering | youth,"[Volunteering Opportunity] Yo Team Nila! 💜 The Starlight International Youth Basketball Open (SIYBO) returns for its highly anticipated third edition this year. Volunteers will be involved in different roles (Airport Operations, Hotel Operations, Venue Operations). Dates: 12 - 17",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
SOC-c44a67c1f2e7,public_telegram_candidate,BAGUS Together,https://t.me/bagustogether/646,https://t.me/bagustogether/646 | https://www.instagram.com/aliranbebasofficial/ | https://forms.cloud.microsoft/pages/responsepage.aspx?id=fx-ZZNZEjE2c1Hhi6MuUxgNaHq5jkxhEmm7phB_dLWFURE5QQVhMQVhSUTRRVFkwNlFSUlpFUUpDSi4u&amp;route=shorturl,Volunteer Recruitment: Tertiary Silat Championship (TSC) 2026,BAGUS Together,,,Punggol,13 September 2026,,,,youth | coding | volunteering | cycling | community,"Volunteer Recruitment: Tertiary Silat Championship (TSC) 2026 Hosted by Singapore Institute of Technology Silat Team and supported by Singapore Silat Federation, groundup Aliran Bebas is honoured to support the revival of the Tertiary Silat Championship (TSC) 2026. TSC is more th",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
SOC-cc14be177c53,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/1007,https://t.me/teamnila/1007 | https://go.gov.sg/wfc-aofcq-tn,[Volunteer Opportunity],Home of Team Nila,,,Punggol,9 August 2026,,,,sport | volunteering | youth,"[Volunteer Opportunity] 🥅 Men's U19 World Floorball Championship 2027 AOFC Qualification From 5–9 August 2026, Singapore will host the Men's U19 World Floorball Championship 2027 AOFC Qualification at Our Tampines Hub, where the region's rising stars will battle for a place at th",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
SOC-d8e1aac2d7d9,public_telegram_candidate,Taman Jurong Kakis,https://t.me/TamanJurongCC/973,http://go.gov.sg/tjc2026 | https://t.me/TamanJurongCC/973,🦉 How well do you really know the place you call home?,Taman Jurong Kakis,,,Jurong West,31 August 2026,,,,community | performances | workshops | wellbeing,"🦉 How well do you really know the place you call home? This SG61, we're inviting all Taman Jurong residents on a journey to explore and rediscover the community you call home through the TJ Challenge! Show your national pride by flying our flag high, and test your knowledge in th",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
SOC-dc0e69d31252,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/988,https://go.gov.sg/limbangparkactiveday2026 | https://t.me/teamnila/988,[Volunteer Opportunity],Home of Team Nila,,,Punggol,5 July 2026 | 4 July 2026,,,,sport | volunteering | youth,"[Volunteer Opportunity] *🚩Urgent Recruitment 🚩* *Limbang Park Active Day*🎉🎉 *5 July 2026, Sun* *Sports games booth crews* Shift: 730am-1030am Slots limit: 7 slots only *Registration closes onl 4 July 2026, Saturday.* Sign up now via https://go.gov.sg/limbangparkactiveday2026",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
SOC-dca944506e26,public_telegram_candidate,OneBoonLay,https://t.me/oneboonlay/3933,https://t.me/oneboonlay/3933 | https://www.catwelfare.org/pet-cat-sterilisation-form/,Update: registration has closed. Please find the alternative link for free ster n microchipping:,OneBoonLay,,,Jurong West,,,free,,community | arts | performances | workshops | youth,Update: registration has closed. Please find the alternative link for free ster n microchipping: https://www.catwelfare.org/pet-cat-sterilisation-form/ Free vaccination and microchipping for cats. 16/8/26 @Boon Lay CC Multi Purpose Hall (For blue chas cards holders n those under ,verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
SOC-ed0807ba5f1a,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/1023,https://t.me/teamnila/1023 | https://go.gov.sg/fiba3x3-youthnationsleague26-tn,[Volunteering Opportunity],Home of Team Nila,,,Punggol,27 August 2026,,,,sport | volunteering | youth,[Volunteering Opportunity] 🏀 FIBA 3x3 Youth Nations League 2026 The FIBA 3×3 U23 Nations League 2026 is an international basketball competition featuring emerging U23 national teams from across the region. Be part of an event that has helped nurture future 3x3 stars who have gone,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
SOC-f3f883cbf210,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/1033,https://go.gov.sg/nxl2026-aperiamall-tn | https://t.me/teamnila/1033,[Volunteering Opportunity],Home of Team Nila,,,Punggol,20 September 2026,,,,sport | volunteering | youth,"[Volunteering Opportunity] 🏀 National 3x3 League 2026 @ Aperia Mall National 3x3 League (NXL), spearheaded by Basketball Association of Singapore, aimed to promote the game of 3x3 basketball and to bring together community using sports. Location: Aperia Mall Date: 19 & 20 Septemb",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
SOC-fd4e6c703422,public_telegram_candidate,OPEN JIO,https://t.me/OpenJio/2046,https://t.me/OpenJio/2046 | http://caringforlifesg.org/community-suicide-prevention-summit-2026,Community Suicide Prevention Summit 2026,OPEN JIO,,,,14 September 2026,,$29 | $109,,youth | books | arts | community | wellbeing,"Community Suicide Prevention Summit 2026 What can we do to build a stronger culture of care and support one another before a crisis happens?🧐 Join Caring for Life’s Community Suicide Prevention Summit 2026 for conversations on caregiving, youth-to-youth suicide prevention, digita",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
WEB-bishan-table-tennis,public_web_candidate,Sport Singapore (ActiveSG),https://activesg.gov.sg/facility-bookings/activities/lpa7rfS4ShmUUt7XsFJlD/venues,https://activesg.gov.sg/facility-bookings/activities/lpa7rfS4ShmUUt7XsFJlD/venues,Table tennis at Bishan Sport Hall,Sport Singapore (ActiveSG),,579783,Bishan,,,,,table tennis | sport,"Official ActiveSG booking page includes Bishan Sport Hall as a selectable table-tennis venue; live slots, price and participation terms require confirmation.",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
WEB-gek-poh-sip,public_web_candidate,Sport Singapore (ActiveSG),https://www.activesgcircle.gov.sg/active-health/sport-in-precinct,,Sport-in-Precinct at Gek Poh,Sport Singapore (ActiveSG),,640735,Jurong West,,,,,sport | community | self-guided,"Official Active Health page lists a Sport-in-Precinct location in Gek Poh; available activities, access terms and hours require human confirmation.",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
WEB-jurong-spring-sip,public_web_candidate,Sport Singapore (ActiveSG),https://www.activesgcircle.gov.sg/active-health/sport-in-precinct,,Sport-in-Precinct at Jurong Spring,Sport Singapore (ActiveSG),,640556,Jurong West,,,,,sport | community | self-guided,"Official Active Health page lists a Sport-in-Precinct location in Jurong Spring; available activities, access terms and hours require human confirmation.",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
WEB-jw-park-connector-cycle,public_web_candidate,NParks,https://pcn.nparks.gov.sg/jurong-west-pc/,,Cycle the Jurong West Park Connector,NParks,,,Jurong West,,,Free public route,,cycling | nature | self-guided,Official park-connector page describes a 2.2 km route from Boon Lay Way to Jurong West Street 93 and lists cycling as a suitable outdoor activity.,verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
WEB-jw-park-connector-walk,public_web_candidate,NParks,https://pcn.nparks.gov.sg/jurong-west-pc/,,Walk or jog the Jurong West Park Connector,NParks,,,Jurong West,,,Free public route,,walking | jogging | nature | self-guided,"Official park-connector page describes the neighbourhood route as suitable for a short run, strolling and other outdoor activities.",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
WEB-jw-table-tennis,public_web_candidate,Sport Singapore (ActiveSG),https://activesg.gov.sg/facility-bookings/activities/lpa7rfS4ShmUUt7XsFJlD/venues,https://activesg.gov.sg/facility-bookings/activities/lpa7rfS4ShmUUt7XsFJlD/venues,Table tennis at Jurong West Sport Centre,Sport Singapore (ActiveSG),,648965,Jurong West,,,,,table tennis | sport,Official ActiveSG booking page includes the Jurong West Sport Centre table-tennis area among selectable venues; slots and price require live confirmation.,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,5,,,,
SOC-206d095e3b69,public_telegram_candidate,OPEN JIO,https://t.me/OpenJio/2050,http://tiny.cc/PostGrowth_CareerR2 | https://t.me/OpenJio/2050,"✨ Memes for a Post-Growth Career, Round 2",OPEN JIO,,,,29 August 2026,5pm,,,youth | books | arts | community | wellbeing,"✨ Memes for a Post-Growth Career, Round 2 Can making a living align with the values we care about? Or are we sometimes caught between earning a living and questioning the systems we work within? Back by popular demand, this casual gathering uses memes as conversation starters to ",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,4,,,,
SOC-25a7b7338021,public_telegram_candidate,OPEN JIO,https://t.me/OpenJio/2047,https://t.me/OpenJio/2047 | http://tiny.cc/sadeaf_IWDP2026,🦻 Discover Deaf Culture & Community | International Week of Deaf People 2026,OPEN JIO,,,,19 Sep 2026 | 25 Sep 2026,2pm | 3.30pm | 3pm | 9pm | 4pm | 5pm | 7.30pm,,,youth | books | arts | community | wellbeing,"🦻 Discover Deaf Culture & Community | International Week of Deaf People 2026 Ever wondered what it’s like to navigate the world as a Deaf person? Or had questions about Deaf culture but weren’t sure how to ask? This International Week of Deaf People, join us to learn, ask questio",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,4,,,,
SOC-74b11c9e684b,public_telegram_candidate,Bishan Connects,https://t.me/bishancc/1175,https://t.me/bishancc/1175,Bishan Let’s Play! is happening in just 3 days! 😎,Bishan Connects,,,Bishan,,10am | 6pm | 8.15am,,,arts | sport | workshops | youth | community,"Bishan Let’s Play! is happening in just 3 days! 😎 If you haven’t collected your event T-shirt, wristband and activity card, do drop by Bishan CC from 10am to 6pm to collect them before the event. The mass walk route is also included in this post, so have a look and get ready for ",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,4,,,,
SOC-61e43e0ac267,public_telegram_candidate,OPEN JIO,https://t.me/OpenJio/2059,https://t.me/OpenJio/2059 | https://www.singaporehospice.org.sg/lwlw/#about,Live Well. Leave Well. Festival 2026,OPEN JIO,,,,29 Sept | 1 Nov | Sept 26 | Nov 26,,,,youth | books | arts | community | wellbeing,"Live Well. Leave Well. Festival 2026 What does it mean to live before living?🧐 This festival is a month-long outreach initiative meant to advance public awareness of palliative care in Singapore with educational talks, webinars and interactive workshops🤩 Join them for a jam-packe",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,3,,,,
NLB-5869379,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5869379,,Tamil Reading Club: கவிமாலை / Kavimaalai,National Library Board,National Library Building - Possibility Room (Level 5),,,2026-09-26T18:00,,0 | 0,13 | 17,artistic|chill,"campus: National Library Building · categories: Areas of Interest > Art & Creativity, Areas of Interest > Reading, Event Type > Book Discussion, Event Type > Learning Community, Language > Tamil · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5869380,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5869380,,Tamil Reading Club: கவிமாலை / Kavimaalai,National Library Board,National Library Building - Possibility Room (Level 5),,,2026-10-31T18:00,,0 | 0,13 | 17,artistic|chill,"campus: National Library Building · categories: Areas of Interest > Art & Creativity, Areas of Interest > Reading, Event Type > Book Discussion, Event Type > Learning Community, Language > Tamil · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5869381,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5869381,,Tamil Reading Club: கவிமாலை / Kavimaalai,National Library Board,National Library Building - Possibility Room (Level 5),,,2026-11-28T18:00,,0 | 0,13 | 17,artistic|chill,"campus: National Library Building · categories: Areas of Interest > Art & Creativity, Areas of Interest > Reading, Event Type > Book Discussion, Event Type > Learning Community, Language > Tamil · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5869382,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5869382,,Tamil Reading Club: கவிமாலை / Kavimaalai,National Library Board,National Library Building - Possibility Room (Level 5),,,2026-12-26T18:00,,0 | 0,13 | 17,artistic|chill,"campus: National Library Building · categories: Areas of Interest > Art & Creativity, Areas of Interest > Reading, Event Type > Book Discussion, Event Type > Learning Community, Language > Tamil · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5903091,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5903091,,Tamil Reading Club: Singapore Reads – Tamil Edition,National Library Board,National Library Building,,,2026-09-26T16:00,,0 | 0,13 | 17,chill,"campus: National Library Building · categories: Areas of Interest > Reading, Event Type > Learning Community, Language > Tamil · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5903092,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5903092,,Tamil Reading Club: Singapore Reads – Tamil Edition,National Library Board,National Library Building,,,2026-10-24T16:00,,0 | 0,13 | 17,chill,"campus: National Library Building · categories: Areas of Interest > Reading, Event Type > Learning Community, Language > Tamil · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5903093,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5903093,,Tamil Reading Club: Singapore Reads – Tamil Edition,National Library Board,National Library Building,,,2026-11-28T16:00,,0 | 0,13 | 17,chill,"campus: National Library Building · categories: Areas of Interest > Reading, Event Type > Learning Community, Language > Tamil · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5903094,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5903094,,Tamil Reading Club: Singapore Reads – Tamil Edition,National Library Board,National Library Building,,,2026-12-26T16:00,,0 | 0,13 | 17,chill,"campus: National Library Building · categories: Areas of Interest > Reading, Event Type > Learning Community, Language > Tamil · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5911892,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5911892,,Beans to Seeds Sorting Challenge: A Hands-On Sensory Workshop,National Library Board,Tampines Library - Programme Zone 2 (Level 6),,,2026-10-02T14:00,,0 | 0,13 | 17,explorative,"campus: Tampines Library · categories: Areas of Interest > Accessible, Areas of Interest > Sustainability, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5911893,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5911893,,Growing with Xiao Bai Cai: From Seed to Harvest,National Library Board,Bedok Library - Programme Room (Level 3),,,2026-11-20T14:00,,0 | 0,13 | 17,explorative,"campus: Bedok Library · categories: Areas of Interest > Accessible, Areas of Interest > Sustainability, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5912429,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5912429,,Print-a-Tote Adventure! Children's Day Celebration of Creativity,National Library Board,Tampines Library - Programme Zone 2 (Level 6),,,2026-10-03T10:30,,0 | 0,13 | 17,artistic,"campus: Tampines Library · categories: Areas of Interest > Accessible, Areas of Interest > Art & Creativity, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5912430,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5912430,,Happy Planet! Give Your Tote Bag a Second Life,National Library Board,Bishan Library - Programme Zone (Level 2),,,2026-12-05T10:30,,0 | 0,13 | 17,artistic,"campus: Bishan Library · categories: Areas of Interest > Accessible, Areas of Interest > Art & Creativity, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5912707,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5912707,,Digital Cutting Machine Starter Session @ Woodlands Library | MakeIT,National Library Board,Woodlands Library - MakeIT (Level 3),,,2026-09-06T15:00,,0 | 0,13 | 17,artistic|explorative,"campus: Woodlands Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5914180,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5914180,,Understanding Brain Rot: A Neuroscience Perspective | Reading in the Age of Distraction,National Library Board,,,,2026-09-12T10:00,,0 | 0,13 | 17,chill|explorative,"campus: ? · categories: Areas of Interest > Reading, Event Type > Talk, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5914181,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5914181,,"How to Read: Print, Screen, Audio or AI? | Reading in the Age of Distraction",National Library Board,,,,2026-09-19T10:00,,0 | 0,13 | 17,chill,"campus: ? · categories: Areas of Interest > Reading, Event Type > Talk, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5914182,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5914182,,Finding Time: A Mortal's Guide to Productivity | Reading in the Age of Distraction,National Library Board,,,,2026-09-26T15:00,,0 | 0,13 | 17,chill,"campus: ? · categories: Areas of Interest > Reading, Event Type > Talk, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5914183,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5914183,,Reclaiming Attention: John Green on Reading | Reading in the Age of Distraction,National Library Board,,,,2026-09-05T10:00,,0 | 0,13 | 17,chill,"campus: ? · categories: Areas of Interest > Reading, Event Type > Talk, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5914428,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5914428,,Unlocking Abilities: Finding My Calm,National Library Board,Punggol Library - Programme Room (Level 5),,,2026-09-20T10:00,,0 | 0,13 | 17,explorative,"campus: Punggol Library · categories: Areas of Interest > Accessible, Areas of Interest > Sustainability, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5914786,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5914786,,[LOLA 2026] Verse & Vibes Pop-up: A Poetry Buffet,National Library Board,Bishan Library - Foyer (Level 1),,,2026-09-11T13:00,,0 | 0,13 | 17,chill,"campus: Bishan Library · categories: Areas of Interest > Reading, Event Type > Tinkering, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5914819,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5914819,,MOLLY Weekend Outreach @ Eastlink I @ Canberra,National Library Board,Others,,,2026-09-05T09:00,,0 | 0,13 | 17,chill,"campus: Others · categories: Areas of Interest > Accessible, Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5914820,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5914820,,MOLLY Weekend Outreach @ Keat Hong Axis,National Library Board,Others,,,2026-09-05T13:30,,0 | 0,13 | 17,chill,"campus: Others · categories: Areas of Interest > Accessible, Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5914821,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5914821,,MOLLY Weekend Outreach @ Fernvale Woods,National Library Board,Others,,,2026-09-06T09:00,,0 | 0,13 | 17,chill,"campus: Others · categories: Areas of Interest > Accessible, Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5914822,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5914822,,MOLLY Weekend Outreach @ Marine Crescent Ville,National Library Board,Others,,,2026-09-06T13:30,,0 | 0,13 | 17,chill,"campus: Others · categories: Areas of Interest > Accessible, Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5914823,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5914823,,MOLLY Weekend Outreach @ 703 Woodlands Drive 40,National Library Board,Others,,,2026-09-12T09:00,,0 | 0,13 | 17,chill,"campus: Others · categories: Areas of Interest > Accessible, Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
